"date","active.calories","steps","weight","steps.lag","calorie.lag","dayofyear"
2017-01-13,1137.9,15.1,174.673027898945,14.71,1020.3,13
2017-01-14,726.7,11.84,175,15.1,1137.9,14
2017-01-15,1196,16.81,173.369724746231,11.84,726.7,15
2017-01-16,745.2,15.88,175,16.81,1196,16
2017-01-17,1236.6,20.01,173.551749609775,15.88,745.2,17
2017-01-18,1149.6,17.7,174.408028267506,20.01,1236.6,18
2017-01-19,1169.6,17.34,173.738284598835,17.7,1149.6,19
2017-01-20,1194.5,18.68,173.710047646675,17.34,1169.6,20
2017-01-21,1177.6,22.91,174.485916246714,18.68,1194.5,21
2017-01-22,1074.7,17.1,172.587490537104,22.91,1177.6,22
2017-01-23,829.8,14.82,173.592208072019,17.1,1074.7,23
2017-01-24,1168.2,17.34,173.96624100104,14.82,829.8,24
2017-01-25,1416.3,20.21,173.344177482784,17.34,1168.2,25
2017-01-26,1150.7,16.32,173.805015980524,20.21,1416.3,26
2017-01-27,1161.6,17.13,173.33448757506,16.32,1150.7,27
2017-01-28,1005.6,19.77,175,17.13,1161.6,28
2017-01-29,770.1,14.66,174.274481339338,19.77,1005.6,29
2017-01-30,1175.3,17.33,175,14.66,770.1,30
2017-01-31,1116.4,18.24,172.673340485139,17.33,1175.3,31
2017-02-01,1134.6,17.41,174.237297046224,18.24,1116.4,32
2017-02-02,634.7,11.37,175,17.41,1134.6,33
2017-02-03,1135.4,16.5,173.633838002235,11.37,634.7,34
2017-02-04,1217.1,18.87,172.205196578934,16.5,1135.4,35
2017-02-05,860.2,17.48,172.237663236609,18.87,1217.1,36
2017-02-06,625.3,12.41,173.164585435082,17.48,860.2,37
2017-02-07,1090.6,16.58,174.465438866389,12.41,625.3,38
2017-02-08,1073.8,15.69,173.863329741666,16.58,1090.6,39
2017-02-09,746.4,11.68,170.931475920839,15.69,1073.8,40
2017-02-10,534.5,11.54,172.326705376966,11.68,746.4,41
2017-02-11,323.2,5.6,172.975518491868,11.54,534.5,42
2017-02-12,412.1,8.32,171.484257205193,5.6,323.2,43
2017-02-13,1314,16.67,173.595036308157,8.32,412.1,44
2017-02-14,1165.7,17.14,170.397587399649,16.67,1314,45
2017-02-15,1140.8,17.75,172.960929095998,17.14,1165.7,46
2017-02-16,1076.8,15.49,172.3854339139,17.75,1140.8,47
2017-02-17,1133.3,17.79,172.244808892431,15.49,1076.8,48
2017-02-18,1084.6,17.02,172.411942714559,17.79,1133.3,49
2017-02-19,434.3,9.97,172.970302404633,17.02,1084.6,50
2017-02-20,792.2,15.9,173.012051854726,9.97,434.3,51
2017-02-21,1097.1,16.05,172.350639486562,15.9,792.2,52
2017-02-22,516.9,9.08,170.612110932016,16.05,1097.1,53
2017-02-23,1089,17.82,171.058950472742,9.08,516.9,54
2017-02-24,1171.8,18.38,170.989940649747,17.82,1089,55
2017-02-25,445.2,9.24,173.183180767215,18.38,1171.8,56
2017-02-26,977.2,16.81,172.139721479003,9.24,445.2,57
2017-02-27,1120.4,17.52,172.615332452792,16.81,977.2,58
2017-02-28,1110,17.16,170.749347952867,17.52,1120.4,59
2017-03-01,559.7,11.3,171.735607339522,17.16,1110,60
2017-03-02,693.3,13.5,172.796867435737,11.3,559.7,61
2017-03-03,1026.2,16.81,172.019609699436,13.5,693.3,62
2017-03-04,524.1,10.49,172.046620440894,16.81,1026.2,63
2017-03-05,774.5,14.16,172.05381580318,10.49,524.1,64
2017-03-06,1110.2,18.46,173.30120817435,14.16,774.5,65
2017-03-07,1018.9,15.75,171.440122802709,18.46,1110.2,66
2017-03-08,567.8,10.87,172.696167741858,15.75,1018.9,67
2017-03-09,1162.5,19.85,172.883962713062,10.87,567.8,68
2017-03-10,1118.1,18.26,170.761667271934,19.85,1162.5,69
2017-03-12,338.1,7.05,172.004388892979,18.26,1118.1,71
2017-03-13,550.5,7.56,171.838431156804,7.05,338.1,72
2017-03-18,754.7,14.9,172.715911220346,7.56,550.5,77
2017-03-19,765.2,13.03,172.569869632216,14.9,754.7,78
2017-03-20,1122.7,18.91,171.621263005229,13.03,765.2,79
2017-03-21,1119.5,18.56,171.728653575683,18.91,1122.7,80
2017-03-22,499.9,9.29,170.841715473634,18.56,1119.5,81
2017-03-23,615.9,12.49,171.333269927783,9.29,499.9,82
2017-03-24,1133.6,18.56,170.472010934991,12.49,615.9,83
2017-03-25,779.6,14.92,170.50438957234,18.56,1133.6,84
2017-03-26,364.8,7.62,170.220958350375,14.92,779.6,85
2017-03-27,484.7,11.01,172.248705358289,7.62,364.8,86
2017-03-28,535.8,10.9,172.498495911837,11.01,484.7,87
2017-03-29,694.6,14.01,170.941905963361,10.9,535.8,88
2017-03-30,676.9,13.62,170.197500365176,14.01,694.6,89
2017-04-01,374.1,8.87,171.182701057039,13.62,676.9,91
2017-04-02,528.1,12.83,173.485063760868,8.87,374.1,92
2017-04-03,1013,17.79,173.257301160993,12.83,528.1,93
2017-04-04,1030.5,15.86,169.469315820156,17.79,1013,94
2017-04-05,938,13.69,170.805637911339,15.86,1030.5,95
2017-04-10,1104.2,18.29,172.567470771764,13.69,938,100
2017-04-11,511.8,10.55,170.971176057265,18.29,1104.2,101
2017-04-12,549.3,11.18,172.582363514423,10.55,511.8,102
2017-04-13,985.5,16.45,170.627195240955,11.18,549.3,103
2017-04-14,1025,18.21,171.541897164298,16.45,985.5,104
2017-04-15,1089.3,18.25,171.137583329699,18.21,1025,105
2017-04-16,796.7,15.93,174.119142679942,18.25,1089.3,106
2017-04-17,627.1,12.9,171.787557089197,15.93,796.7,107
2017-04-18,572.2,11.55,169.637897035119,12.9,627.1,108
2017-04-20,1166.6,21.03,170.196118830837,11.55,572.2,110
2017-04-21,673.7,12.84,171.148467598377,21.03,1166.6,111
2017-04-22,451.1,10.17,168.855764224778,12.84,673.7,112
2017-04-23,994.5,19.81,168.931187728146,10.17,451.1,113
2017-04-24,554.2,12.15,169.592908112354,19.81,994.5,114
2017-04-25,512.4,11.21,170.346234401698,12.15,554.2,115
2017-04-30,942.2,15.86,171.834736263851,11.21,512.4,120
2017-05-01,959,16.68,170.302871303603,15.86,942.2,121
2017-05-02,1096.5,18.48,170.720984581199,16.68,959,122
2017-05-03,884.3,16.21,170.475832197021,18.48,1096.5,123
2017-05-04,561.4,13.29,169.817337494831,16.21,884.3,124
2017-05-05,479.7,9.39,171.867207589637,13.29,561.4,125
2017-05-06,511.1,11.96,169.39123310578,9.39,479.7,126
2017-05-07,942.7,19.13,170.242348992243,11.96,511.1,127
2017-05-15,1064,17.48,169.998052947725,19.13,942.7,135
2017-05-16,996.2,16.67,170.863748060302,17.48,1064,136
2017-05-17,589.5,12.46,171.924892659465,16.67,996.2,137
2017-05-18,621.1,13.93,170.817811523677,12.46,589.5,138
2017-05-19,1007,16.3,171.673009302438,13.93,621.1,139
2017-05-20,936.7,18.39,171.040672578668,16.3,1007,140
2017-05-21,614.2,14.77,169.640230617685,18.39,936.7,141
2017-05-22,591.3,11.01,170.333898838898,14.77,614.2,142
2017-05-23,675.5,13.8,171.616274269931,11.01,591.3,143
2017-05-24,1090.7,16.98,168.667069736455,13.8,675.5,144
2017-05-25,1188,20.64,170.541546791201,16.98,1090.7,145
2017-05-26,1070.6,17.75,170.048726665596,20.64,1188,146
2017-05-27,486,11.29,171.072341939173,17.75,1070.6,147
2017-05-28,546.6,13.64,170.934065993458,11.29,486,148
2017-05-29,1069.9,21.68,170.474594405907,13.64,546.6,149
2017-05-30,817.1,16.84,171.656293947029,21.68,1069.9,150
2017-05-31,1007.2,17.2,168.628231101313,16.84,817.1,151
2017-06-01,589.5,12.87,171.0549847756,17.2,1007.2,152
2017-06-02,1007.4,16.43,168.555577748836,12.87,589.5,153
2017-06-03,1049.9,19.75,170.71396883734,16.43,1007.4,154
2017-06-04,542.9,13.93,170.207337923698,19.75,1049.9,155
2017-06-05,946.3,17.78,171.076700576072,13.93,542.9,156
2017-06-06,646.3,10.94,170.180294807409,17.78,946.3,157
2017-06-07,660,13.66,168.525126397329,10.94,646.3,158
2017-06-08,1153.4,18.38,168.078647073068,13.66,660,159
2017-06-09,600,12.87,170.62038804854,18.38,1153.4,160
2017-06-10,1062,21.08,169.999282437358,12.87,600,161
2017-06-11,548.9,13,169.495185397022,21.08,1062,162
2017-06-12,1016.8,18.04,169.748980329788,13,548.9,163
2017-06-13,558.4,11.49,169.38277896555,18.04,1016.8,164
2017-06-14,976.4,16.66,169.891299067529,11.49,558.4,165
2017-06-15,530.1,10.67,169.112080179516,16.66,976.4,166
2017-06-16,1113,17.6,168.0554217459,10.67,530.1,167
2017-06-17,503,10.78,169.814177639924,17.6,1113,168
2017-06-18,576,12.98,171.074699776387,10.78,503,169
2017-06-19,1009.7,18.9,171.902700179923,12.98,576,170
2017-06-21,435.6,8.95,170.020770954824,18.9,1009.7,172
2017-06-22,473.8,10.89,169.934342262701,8.95,435.6,173
2017-06-23,526.4,10.93,170.975142161142,10.89,473.8,174
2017-06-24,466.2,11.25,170.063178822889,10.93,526.4,175
2017-06-25,598.6,14.78,169.572457567821,11.25,466.2,176
2017-06-26,658.9,14.27,168.268107135725,14.78,598.6,177
2017-06-27,479.2,9.83,168.74005744957,14.27,658.9,178
2017-06-29,1182.1,23.86,170.407659609836,9.83,479.2,180
2017-07-02,557.5,10.99,168.54034603222,23.86,1182.1,183
2017-07-03,748.3,19.58,171.048607492129,10.99,557.5,184
2017-07-05,698.1,17.3,168.654920558317,19.58,748.3,186
2017-07-06,721.1,18.47,169.808831393472,17.3,698.1,187
2017-07-07,561.4,14.22,170.001417092239,18.47,721.1,188
2017-07-08,587.7,13.38,169.992574657201,14.22,561.4,189
2017-07-09,465.6,9.96,170.159303298716,13.38,587.7,190
2017-07-11,569.4,13.35,170.610671011303,9.96,465.6,192
2017-07-12,680.3,11.04,169.888799760112,13.35,569.4,193
2017-07-16,696,16.23,169.780888341078,11.04,680.3,197
2017-07-17,889.5,18.69,170.194104839078,16.23,696,198
2017-07-18,1022.5,16.95,169.604789283773,18.69,889.5,199
2017-07-19,1126,20.29,171.580797669616,16.95,1022.5,200
2017-07-20,442.8,8.5,167.878392942994,20.29,1126,201
2017-07-21,622.6,13.21,171.081198651943,8.5,442.8,202
2017-07-22,688.7,14.38,169.811565856452,13.21,622.6,203
2017-07-23,843.1,19.42,170.488524176412,14.38,688.7,204
2017-07-24,1058.4,16.65,171.060312329106,19.42,843.1,205
2017-07-25,934.6,16.84,170.914982696336,16.65,1058.4,206
2017-07-29,568,12.94,169.448917060076,16.84,934.6,210
2017-07-30,617.4,15.66,171.681765120989,12.94,568,211
2017-07-31,1086.4,21.37,168.50327664493,15.66,617.4,212
2017-08-01,544.1,11.99,170.999006150173,21.37,1086.4,213
2017-08-02,819.5,15.13,169.632664443678,11.99,544.1,214
2017-08-03,989.1,13.29,168.236359876037,15.13,819.5,215
2017-08-08,774.5,13.11,168.339703133928,13.29,989.1,220
2017-08-09,513.4,10.38,170.461955194046,13.11,774.5,221
2017-08-10,605.2,14.03,172.45186982452,10.38,513.4,222
2017-08-11,708.1,12.87,170.513571222711,14.03,605.2,223
2017-08-12,440.6,10.54,171.383139832997,12.87,708.1,224
2017-08-13,574.7,14.3,171.103484536379,10.54,440.6,225
2017-08-14,743.1,12.2,169.62296025224,14.3,574.7,226
2017-08-15,570.2,13.25,171.244597120345,12.2,743.1,227
2017-08-16,822.3,14.91,170.65694846305,13.25,570.2,228
2017-08-17,690.6,14.63,170.524257389854,14.91,822.3,229
2017-08-18,793.9,13.89,171.332732675106,14.63,690.6,230
2017-08-19,593.6,16.12,171.093333019976,13.89,793.9,231
2017-08-20,628.1,12.38,169.7338680231,16.12,593.6,232
2017-08-25,529.3,13.8,170.832979362424,12.38,628.1,237
2017-08-26,567.2,14.06,169.561951017619,13.8,529.3,238
2017-08-27,563.5,11.52,171.101600920882,14.06,567.2,239
2017-08-28,773.1,13.92,170.055041110579,11.52,563.5,240
2017-08-29,527,9.93,170.957148965104,13.92,773.1,241
2017-08-30,910.5,15.29,170.890573637052,9.93,527,242
2017-08-31,606.5,12.57,170.270051617112,15.29,910.5,243
2017-09-04,512.1,11.86,171.080412223643,12.57,606.5,247
2017-09-06,503.9,9.81,171.228287544824,11.86,512.1,249
2017-09-08,604,12.89,170.463464018099,9.81,503.9,251
2017-09-09,593.3,12.76,171.886973227011,12.89,604,252
2017-09-11,565,13.14,172.149467578191,12.76,593.3,254
2017-09-12,586.9,12.63,170.116241058045,13.14,565,255
2017-09-13,842.7,13.44,170.022630793275,12.63,586.9,256
2017-09-14,603.9,12.95,171.335606509102,13.44,842.7,257
2017-09-16,594.8,14.05,169.953792284383,12.95,603.9,259
2017-09-17,728.7,18.46,170.440649379212,14.05,594.8,260
2017-09-18,776.7,10.58,171.716274789552,18.46,728.7,261
2017-09-19,316.4,11.14,170.363434389402,10.58,776.7,262
2017-09-20,385.4,11.77,169.032655466417,11.14,316.4,263
